"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","28","1","0.000000","0","0"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","0","37","1","0.000000","0","0"
"/Game/UI/Wigdet/NewBlueEmmision.NewBlueEmmision","0","0","14","1","0.000000","0","0"
"/Game/Level_3/Assets/DoorSign_Yellow.DoorSign_Yellow","0","0","14","1","0.000000","0","0"
"/Game/Level_3/ButtonBase.ButtonBase","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/YellowEmmision.YellowEmmision","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/Yellow.Yellow","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/WhiteEmissionn.WhiteEmissionn","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/RedEmmision.RedEmmision","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/Red.Red","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/PurpleEmmision.PurpleEmmision","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/Purple.Purple","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/PinkEmmision.PinkEmmision","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/Pink.Pink","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/GreenEmmision.GreenEmmision","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/Green.Green","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/BlueEmmision.BlueEmmision","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/Blue.Blue","0","0","14","1","0.000000","0","0"
"/Game/Level_1/ColorCubePlaces/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/Level_1/ColorCubePlaces/Material.Material","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/Material_030.Material_030","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/Material_029.Material_029","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/Material_027.Material_027","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/Material_022.Material_022","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/Material_018.Material_018","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/Material_017.Material_017","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/Material.Material","0","0","14","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","23","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/BlackUnlitMaterial.BlackUnlitMaterial","0","0","8","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","37","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Game/Level_3/Assets/ControlPanel.ControlPanel","0","0","14","1","0.000000","0","0"
"/Game/Level_2/Asset/Material/seamless-hand-painted-texture-experiments-v0-shrm9g706x8a1_Mat.seamless-hand-painted-texture-experiments-v0-shrm9g706x8a1_Mat","0","0","14","1","0.000000","0","0"
"/Game/Level_2/Asset/Material/istockphoto-527660774-612x612_Mat.istockphoto-527660774-612x612_Mat","0","0","14","1","0.000000","0","0"
"/Game/Level_2/Asset/Material/hand-painted-wood-planks-texture-3d-model-low-poly_Mat.hand-painted-wood-planks-texture-3d-model-low-poly_Mat","0","0","14","1","0.000000","0","0"
"/Game/Level_2/Asset/Material/alex-downham-low-poly-crate-diffuse_Mat.alex-downham-low-poly-crate-diffuse_Mat","0","0","14","1","0.000000","0","0"
"/Game/Level_2/Asset/Material/Metal.Metal","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/M_CubeWall.M_CubeWall","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Materials/M_Wall.M_Wall","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/tik_Mat.tik_Mat","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/MaterialWall.MaterialWall","0","0","14","1","0.000000","0","0"
"/Game/Level_1/Assets/carp?_Mat.carp?_Mat","0","0","14","1","0.000000","0","0"
